
"TA2ID;English;Latin;Français;Español;Portugues;Italiano;Parsi"
"242;Occipital triangle;Trigonum occipitale;Triangle occipital;Trígono occipital;Triângulo occipital;Triangolo occipitale;سه گوش پس سری"
"243;Posterior region of neck;Regio posterior colli;Région postérieure du cou;Región posterior del cuello;Região posterior do pescoço;Regione posteriore del collo;بخش پسی گردن"
"244;Regions of thorax;Regiones thoracis;Régions du thorax;Regiones del tórax;Regiões do tórax;Regioni del torace;بخش های سینه"
"245;Anterior region of thorax;Regio anterior thoracis;Région antérieure du thorax;Región anterior del tórax;Região anterior do tórax;Regione anteriore del torace;بخش پیشی سینه"
"246;Precordium;Precordium;Précordium;Precordio;Precórdio;Precordio;پیش قلبی"
"247;Presternal region;Regio presternalis;Région présternale;Región preesternal;Região pré-esternal;Regione presternale;بخش پیش جناغی"
"248;Infraclavicular fossa;Fossa infraclavicularis;Fosse infraclaviculaire;Fosa infraclavicular;Fossa infraclavicular;Fossa infraclavicolare;چاله زیر چنبری"
"249;Deltopectoral triangle;Trigonum deltopectorale;Triangle deltopectoral;Triángulo deltopectoral;Triângulo deltopeitoral;Triangolo deltopettorale;سه گوش دالی سینه ای"
"250;Deltopectoral groove;Sulcus deltopectoralis;Sillon deltopectoral;Surco deltopectoral;Sulco deltopeitoral;Solco deltopettorale;ناودان دالی سینه ای"
"251;Pectoral region;Regio pectoralis;Région pectorale;Región pectoral;Região peitoral;Regione pettorale;بخش سینه ای"
"252;Mammary region;Regio mammaria;Région mammaire;Región mamaria;Região mamária;Regione mammaria;بخش پستانی"
"253;Inframammary region;Regio inframammaria;Région inframammaire;Región inframamaria;Região inframamária;Regione inframammaria;بخش زیر پستانی"
"254;Lateral region of thorax;Regio lateralis thoracis;Région latérale du thorax;Región lateral del tórax;Região lateral do tórax;Regione laterale del torace;بخش بیرونی سینه"
"255;Regions of abdomen;Regiones abdominis;Régions abdominales;Regiones abdominales;Regiões do abdômen;Regioni dell'addome;بخش های شکم"
"256;Hypochondriac region;Regio hypochondriaca;Région hypochondriaque;Region hipocondriaca;Região hipocondríaca;Regione ipocondriaca;بخش زیر کرتو"
"257;Epigastric region;Regio epigastrica;Région épigastrique;Región epigástrica;Região epigástrica;Regione epigastrica;بخش بالای شکم"
"258;Epigastric fossa;Fossa epigastrica;Fosse épigastrique;Fosa epigástrica;Fossa epigástrica;Fossa epigastrica;چاله بالای شکم"
"259;Lateral region of abdomen;Regio lateralis abdominis;Région latérale de l'abdomen;Región lateral del abdomen;Região lateral do abdômen;Regione laterale dell'addome;بخش بیرونی شکم"
"260;Umbilical region;Regio umbilicalis;Région ombilicale;Región umbilical;Região umbilical;Regione ombelicale;بخش نافی"
"261;Umbilicus;Umbilicus;Nombril;Ombligo;Umbigo;Ombelico;ناف"
"262;Inguinal region;Regio inguinalis;Région inguinale;Región inguinal;Região inguinal;Regione inguinale;بخش کشاله رانی"
"263;Hypogastric region;Regio hypogastrica;Région hypogastrique;Región hipogástrica;Região hipogástrica;Regione ipogastrica;بخش زیر شکمی"
"264;Regions of back;Regiones dorsi;Régions du dos;Regiones del dorso;Regiões do dorso;Regioni del dorso;بخش های پشت"
"265;Vertebral region;Regio vertebralis;Région vertébrale;Región vertebral;Região vertebral;Regione vertebrale;بخش مهره ای یا مازه ای"
"266;Scapular region;Regio scapularis;Région scapulaire;Región escapular;Região escapular;Regione scapolare;بخش شانه ای"
"267;Triangle of auscultation;Trigonum auscultationis;Triangle d'auscultation;Trígono de auscultación;Triângulo da ausculta;Triangolo di auscultazione;سه گوش شنیداری"
"268;Infrascapular region;Regio infrascapularis;Région infrascapulaire;Región infraescapular;Região infraescapular;Regione sottoscapolare;بخش زیرشانه ای"
"269;Lumbar region;Regio lumbalis;Région lombaire;Región lumbar;Região lombar;Regione lombare;بخش کمری"
"270;Lumbar triangle;Trigonum lumbale;Triangle lombaire;Triangulo lumbar;Triângulo lombar;Triangolo lombare;سه گوش کمری"
"271;Superior lumbar triangle;Trigonum lumbale superius;Triangle lombaire sypérieur;Triangulo lumbar superior;Triângulo lombar superior;Triangolo lombare superiore;سه گوش بالایی کمری"
"272;Sacral region;Regio sacralis;Région sacrale;Región sacra;Região sacral;Regione sacrale;بخش خاجی"
"273;Sacro-iliac dimple;Foveola sacroiliaca;Fossette sacro-iliaque;Foveola sacroilíaca;Cova sacroilíaca;Fossetta sacro-iliaca;فرورفتگی تهیگاهی خاجی"
"274;Coccygeal region;Regio coccygea;Région coccygienne;Región coccígea;Região coccígea;Regione coccigea;بخش دنبالچه ای"
"275;(Coccygeal foveola);(Foveola coccygea);(Foveola coccygea);(Foveola coccygea);(Fovéola coccígea);(Fossetta coccigea);فرورفتگی یا گودی دنبالچه ای"
"276;Regions of perineum;Regiones perinei;Régions du périnée;Regiones del perineo;Regiões do períneo;Regioni del perineo;بخش های میان دوراهی"
"277;Anal region;Regio analis;Région anale;Región anal;Região anal;Regione anale;بخش پیزی"
"278;Anal triangle;Trigonum anale;Triangle anal;Triángulo anal;Triângulo anal;Triangolo anale;سه گوش پیزی"
"279;Urogenital region;Regio urogenitalis;Région urogénitale;Región urogenital;Região urogenital;Regione urogenitale;بخش ادرای -زاداوری"
"280;Regions of upper limb;Regiones membri superioris;Régions du membre supérieur;Regiones del miembro superior;Regiões do membro superior;Regioni dell'arto superiore;بخش های اندام بالایی"
"281;Axillary region;Regio axillaris;Région axillaire;Región axilar;Região axilar;Regione ascellare;بخش زیر بغلی"
"282;Axillary fossa;Fossa axillaris;Fosse axillaire;Fosa axilar;Fossa axilar;Fossa ascellare;چاله زیر بغلی"
"283;Deltoid region;Regio deltoidea;Région deltoïdienne;Región deltoidea;Região deltóide;Regione deltoidea;بخش دالی"
"284;Brachial region;Regio brachialis;Région brachiale;Región braquial;Região braquial;Regione brachiale;بخش بازویی"
"285;Anterior region of arm;Regio anterior brachii;Région antérieure du bras;Región anterior del brazo;Região anterior do braço;Regione anteriore del braccio;بخش پیشین بازو"
"286;Lateral bicipital groove;Sulcus bicipitalis lateralis;Sillon bicipital latéral;Surco bicipital lateral;Sulco bicipital lateral;Solco bicipitale laterale;ناودان دوسر بازویی بیرونی"
"287;Medial bicipital groove;Sulcus bicipitalis medialis;Sillon bicipital médial;Surco bicipital medial;Sulco bicipital medial;Solco bicipitale mediale;ناودان دوسر بازویی درونی"
"288;Posterior region of arm;Regio posterior brachii;Région postérieure du bras;Región posterior del brazo;Região posterior do braço;Regione posteriore del braccio;بخش پشتی بازو"
"289;Cubital region;Regio cubitalis;Région cubitale;Región cubital;Região cubital;Regione cubitale;بخش ارنجی"
"290;Anterior region of elbow;Regio anterior cubiti;Région antérieure du coude;Región anterior del codo;Região anterior do cotovelo;Regione anteriore del gomito;بخش پیشی ارنج"
"291;Cubital fossa;Fossa cubitalis;Pli du coude;Fosa cubital;Fossa cubital;Fossa cubitale;گودی ارنج"
"292;Posterior region of elbow;Regio posterior cubiti;Région postérieure du coude;Región posterior del codo;Região posterior do cotovelo;Regione posteriore del gomito;بخش پشتی ارنج"
"293;Antebrachial region;Regio antebrachialis;Région antébrachiale;Región antebraquial;Região antebraquial;Regione antibrachiale;بخش پیش بازویی ، پیش دستی."
"294;Anterior region of forearm;Regio anterior antebrachii;Région antérieure de l'avant-bras;Región anterior del antebrazo;Região anterior do antebraço;Regione anteriore dell'avambraccio;بخش پیشی بازو"
"295;Posterior region of forearm;Regio posterior antebrachii;Région postérieure de l'avant-bras;Región posterior del antebrazo;Região posterior do antebraço;Regione posteriore dell'avambraccio;بخش پشتی پیش بازو"
"296;Lateral border of forearm;Margo lateralis antebrachii;Bord latéral de l'avant-bras;Margen lateral del antebrazo;Borda lateral do antebraço;Margine laterale dell'avambraccio;کنار بیرونی پیش بازو"
"297;Medial border of forearm;Margo medialis antebrachii;Bord médial de l'avant-bras;Margen medial del antebrazo;Borda medial do antebraço;Margine mediale dell'avambraccio;کنار درونی پیش بازو"
"298;Carpal region;Regio carpea;Région carpienne;Región carpiana;Região do carpo;Regione carpale;بخش مچی"
"299;Anterior region of wrist;Regio anterior carpi;Région antérieure du poignet;Región anterior de la muñeca;Região anterior do punho;Regione anteriore del polso;بخش پیشی مچ"
"300;Posterior region of wrist;Regio posterior carpi;Région postérieure du poignet;Región posterior de la muñeca;Região posterior do punho;Regione posteriore del polso;بخش پسی مچ"
"301;Radial foveola;Foveola radialis;Tabattière anatomique;Tabaquera anatómica;Fovéola radial;Fossa radiale;فرورفتگی زند زبرین"
"302;Regions of hand;Regiones manus;Régions de la main;Regiones de la mano;Regiões de mão;Regioni della mano;بخش های دست"
"303;Metacarpal region;Regio metacarpea;Région métacarpienne;Región metacarpiana;Região metacarpal;Regione metacarpale;بخش میانی دست"
"304;Dorsum of hand;Dorsum manus;Dos de la main;Dorso de la mano;Dorso da mão;Dorso della mano;پشت دست"
"305;Palm;Palma;Paume;Palma;Palma;Palmo;پنجه ست"
"306;Thenar eminence;Eminentia thenaris;Éminence thénar;Eminencia tenar;Eminência tenar;Eminenza tenar;برامدگی شستی"
"307;Hypothenar eminence;Eminentia hypothenaris;Éminence hypothénar;Eminencia hipotenar;Eminência hipotenar;Eminenza ipotenar;برامدگی انگشت کوچک"
"308;Regions of digits of hand;Regiones digitorum manus;Régions des doigts de la main;Regiones de los dedos de la mano;Regiões de dígitos da mão;Regioni delle dita della mano;بخش های انگشتان دست"
"309;Palmar surfaces of digits of hand;Facies palmares digitorum manus;Surfaces palmaires des doigts de la main;Superficies palmares de los dedos de la mano;Superfícies palmares dos dígitos da mão;Superfici palmari delle dita della mano;رویه پنجه ای انگشتان دست"
"310;Dorsal surfaces of digits of hand;Facies dorsales digitorum manus;Surfaces dorsales des doigts de la main;Superficies dorsales de los dedos de la mano;Superfícies dorsais dos dedos da mão;Superfici dorsali delle dita della mano;رویه پشتی انگشتان دست"
"311;Interdigital spaces of hand;Spatia interdigitalia manus;Espaces interdigitaux de la main;Espacios interdigitales de la mano;Espaços interdigitais da mão;Spazi interdigitali della mano;پهنه بین انگشتان"
"312;Regions of lower limb;Regiones membri inferioris;Régions du membre inférieur;Regiones del miembro inferior;Regiões do membro inferior;Regioni dell'arto inferiore;بخش های اندام پایینی"
"313;Gluteal region;Regio glutea;Région glutéale;Región glútea;Região glútea;Regione glutea;بخش سرینی"
"314;Intergluteal cleft;Crena interglutea;Sillon interfessier;Surco interglúteo;Fenda interglútea;Solco intergluteo;شکاف بین سرینی"
"315;Gluteal fold;Sulcus gluteus;Pli fessier;Pliegue glúteo;Dobra glútea;Piega glutea;چین سرینی"
"316;Hip region;Regio coxalis;Région de la hanche;Región de la cadera;Região do quadril;Regione dell'anca;بخش لگنی"
"317;Femoral region;Regio femoralis;Région fémorale;Región femoral;Região femoral;Regione femorale;بخش رانی"
"318;Anterior region of thigh;Regio anterior femoris;Région antérieure de la cuisse;Región anterior del muslo;Região anterior da coxa;Regione anteriore della coscia;بخش پیشی ران"
"319;Femoral triangle;Trigonum femorale;Triangle fémoral;Triángulo femoral;Triângulo femoral;Triangolo femorale;سه گوش رانی"
"320;Posterior region of thigh;Regio posterior femoris;Région postérieure de la cuisse;Región posterior del muslo;Região posterior da coxa;Regione posteriore della coscia;بخش پشتی ران"
"321;Knee region;Regio genualis;Région du genou;Region de la rodilla;Região do joelho;Regione del ginocchio;بخش زانویی"
"322;Anterior region of knee;Regio anterior genus;Région antérieure du genou;Región anterior de la rodilla;Região anterior do joelho;Regione anteriore del ginocchio;بخش پیشی زانو"
"323;Posterior region of knee;Regio posterior genus;Région postérieure du genou;Región posterior de la rodilla;Região posterior do joelho;Regione posteriore del ginocchio;بخش پسی زانو"
"324;Popliteal fossa;Fossa poplitea;Fosse poplitée;Fosa poplítea;Fossa poplítea;Fossa poplitea;چاله زانویی"
"325;Leg region;Regio cruralis;Région de la jambe;Región crural;Região da perna;Regione della gamba;بخش ساگی یا بخش زنگ"
"326;Anterior region of leg;Regio anterior cruris;Région antérieure de la jambe;Región anterior de la pierna;Região anterior da perna;Regione anteriore della gamba;بخش پیشین ساگ"
"327;Posterior region of leg;Regio posterior cruris;Région postérieure de la jambe;Región posterior de la pierna;Região posterior da perna;Regione posteriore della gamba;بخش پسی ساگ"
"328;Sural region;Regio suralis;Région surale;Región sural;Região sural;Regione surale;بخش نرمه ای ساگ"
"329;Talocrural region;Regio talocruralis;Région talocrurale;Región talocrural;Região talocrural;Regione talocrurale;بخش قاپی ساگی"
"330;Anterior region of ankle;Regio anterior tali;Région antérieure de la cheville;Región anterior del tobillo;Região anterior do tornozelo;Regione anteriore della caviglia;بخش پیشی مچ پا"
"331;Posterior region of ankle;Regio posterior tali;Région postérieure de la cheville;Región posterior del tobillo;Região posterior do tornozelo;Regione posteriore della caviglia;بخش پسی مچ پا"
"332;Lateral retromalleolar region;Regio retromalleolaris lateralis regio;Région rétromalléolaire latérale;Región retromaleolar lateral;Região retromaleolar lateral;Regione retromalleolare laterale;بخش پشت اسیایی بیرونی"
"333;Medial retromalleolar region;Regio retromalleolaris medialis regio;Région rétromalléolaire médiale;Región retromaleolar medial;Região retromaleolar medial;Regione retromalleolare mediale;بخش پشت اسیایی درونی"
"334;Regions of foot;Regiones pedis;Régions du pied;Regiones del pie;Regiões do pé;Regioni del piede;بخش های پا"
"335;Heel region;Regio calcanea;Région calcanéenne;Región del talón;Região do calcanhar;Regione del tallone;بخش پاشنه"
"336;Dorsum of foot;Dorsum pedis;Dos du pied;Dorso del pie;Dorso do pé;Dorso del piede;پشت پا"
"337;Sole;Planta;Plante du pied;Planta;Sola;Pianta del piede;بخش زیرین پا"
"338;Longitudinal arch of foot;Arcus longitudinalis pedis;Arche longitudinale du pied;Arco longitudinal del pie;Arco longitudinal do pé;Arco longitudinale del piede;کمانه تاری پا"
"339;Lateral part of longitudinal arch of foot;Pars lateralis arcus longitudinalis pedis;Partie latérale de l'arche longitudinale du pied;Parte lateral del arco longitudinal del pie;Parte lateral do arco longitudinal do pé;Parte laterale dell'arco longitudinale del piede;بخش بیرونی کمانه تاری پا"
"340;Medial part of longitudinal arch of foot;Pars medialis arcus longitudinalis pedis;Partie médiale de l'arche longitudinale du pied;Parte medial del arco longitudinal del pie;Parte medial da longitudinal;Parte mediale dell'arco longitudinale del piede;بخش درونی کمانه تاری پاک"
"341;Proximal transverse arch of foot;Arcus transversus proximalis;Arche transverse proximale du pied;Arco transverso proximal del pie;Arco transversal proximal do pé;Arco trasversale prossimale del piede;کمانه پودی نزدیک"
"342;Distal transverse arch of foot;Arcus transversus distalis pedis;Arche transverse distale du pied;Arco transverso distal del pie;Arco transversal distal do pé;Arco trasversale distale del piede;کمانه پودی دور"
